pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,pixel64,pixel65,pixel66,pixel67,pixel68,pixel69,pixel70,pixel71,pixel72,pixel73,pixel74,pixel75,pixel76,pixel77,pixel78,pixel79,pixel80,pixel81,pixel82,pixel83,pixel84,pixel85,pixel86,pixel87,pixel88,pixel89,pixel90,pixel91,pixel92,pixel93,pixel94,pixel95,pixel96,pixel97,pixel98,pixel99,pixel100,pixel101,pixel102,pixel103,pixel104,pixel105,pixel106,pixel107,pixel108,pixel109,pixel110,pixel111,pixel112,pixel113,pixel114,pixel115,pixel116,pixel117,pixel118,pixel119,pixel120,pixel121,pixel122,pixel123,pixel124,pixel125,pixel126,pixel127,pixel128,pixel129,pixel130,pixel131,pixel132,pixel133,pixel134,pixel135,pixel136,pixel137,pixel138,pixel139,pixel140,pixel141,pixel142,pixel143,pixel144,pixel145,pixel146,pixel147,pixel148,pixel149,pixel150,pixel151,pixel152,pixel153,pixel154,pixel155,pixel156,pixel157,pixel158,pixel159,pixel160,pixel161,pixel162,pixel163,pixel164,pixel165,pixel166,pixel167,pixel168,pixel169,pixel170,pixel171,pixel172,pixel173,pixel174,pixel175,pixel176,pixel177,pixel178,pixel179,pixel180,pixel181,pixel182,pixel183,pixel184,pixel185,pixel186,pixel187,pixel188,pixel189,pixel190,pixel191,pixel192,pixel193,pixel194,pixel195,pixel196,pixel197,pixel198,pixel199,pixel200,pixel201,pixel202,pixel203,pixel204,pixel205,pixel206,pixel207,pixel208,pixel209,pixel210,pixel211,pixel212,pixel213,pixel214,pixel215,pixel216,pixel217,pixel218,pixel219,pixel220,pixel221,pixel222,pixel223,pixel224,pixel225,pixel226,pixel227,pixel228,pixel229,pixel230,pixel231,pixel232,pixel233,pixel234,pixel235,pixel236,pixel237,pixel238,pixel239,pixel240,pixel241,pixel242,pixel243,pixel244,pixel245,pixel246,pixel247,pixel248,pixel249,pixel250,pixel251,pixel252,pixel253,pixel254,pixel255,pixel256,pixel257,pixel258,pixel259,pixel260,pixel261,pixel262,pixel263,pixel264,pixel265,pixel266,pixel267,pixel268,pixel269,pixel270,pixel271,pixel272,pixel273,pixel274,pixel275,pixel276,pixel277,pixel278,pixel279,pixel280,pixel281,pixel282,pixel283,pixel284,pixel285,pixel286,pixel287,pixel288,pixel289,pixel290,pixel291,pixel292,pixel293,pixel294,pixel295,pixel296,pixel297,pixel298,pixel299,pixel300,pixel301,pixel302,pixel303,pixel304,pixel305,pixel306,pixel307,pixel308,pixel309,pixel310,pixel311,pixel312,pixel313,pixel314,pixel315,pixel316,pixel317,pixel318,pixel319,pixel320,pixel321,pixel322,pixel323,pixel324,pixel325,pixel326,pixel327,pixel328,pixel329,pixel330,pixel331,pixel332,pixel333,pixel334,pixel335,pixel336,pixel337,pixel338,pixel339,pixel340,pixel341,pixel342,pixel343,pixel344,pixel345,pixel346,pixel347,pixel348,pixel349,pixel350,pixel351,pixel352,pixel353,pixel354,pixel355,pixel356,pixel357,pixel358,pixel359,pixel360,pixel361,pixel362,pixel363,pixel364,pixel365,pixel366,pixel367,pixel368,pixel369,pixel370,pixel371,pixel372,pixel373,pixel374,pixel375,pixel376,pixel377,pixel378,pixel379,pixel380,pixel381,pixel382,pixel383,pixel384,pixel385,pixel386,pixel387,pixel388,pixel389,pixel390,pixel391,pixel392,pixel393,pixel394,pixel395,pixel396,pixel397,pixel398,pixel399,pixel400,isOne,isTwo,isThree,isFour,isFive
255,255,253,251,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,255,253,255,253,254,255,255,255,255,255,255,255,255,255,255,255,255,254,253,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,250,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,255,253,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,253,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,250,255,255,250,254,255,255,255,255,255,255,255,255,255,255,255,255,255,248,255,253,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,253,253,255,253,253,255,255,255,255,255,255,255,255,255,255,255,255,254,255,250,255,248,253,254,255,255,255,255,255,255,255,255,255,255,255,255,255,228,196,216,255,254,255,252,252,255,255,255,255,255,255,255,255,255,255,255,255,202,255,222,210,254,246,255,255,255,255,255,255,255,255,255,255,255,255,255,255,234,251,231,205,255,254,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,253,191,228,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,217,201,255,253,255,252,254,255,255,255,255,255,255,255,255,255,255,255,255,224,118,165,189,252,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,248,241,229,229,254,254,255,251,255,255,255,255,255,255,255,255,255,255,255,255,253,255,253,255,252,249,255,254,255,255,255,255,0,1,0,0,0
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,241,172,136,220,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,245,128,179,214,131,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,245,163,246,242,123,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,216,149,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,243,132,223,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,244,228,134,187,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,234,83,91,128,130,154,234,246,246,246,246,246,246,246,246,246,246,246,246,246,246,238,246,246,245,173,101,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,237,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,0,1,0,0,0
255,255,253,251,255,254,255,255,253,254,255,253,251,255,250,255,255,253,254,251,255,252,255,255,253,255,253,254,255,253,253,255,252,255,205,176,244,254,255,254,254,253,255,252,255,255,255,255,253,253,255,251,255,228,229,236,183,249,255,255,255,254,255,255,255,255,255,253,255,255,249,255,255,250,255,236,181,253,252,255,255,255,254,250,255,253,255,255,248,253,255,254,250,255,252,169,213,254,255,248,255,255,255,255,254,255,251,255,255,255,255,251,255,224,142,175,255,255,252,253,255,253,255,255,253,254,255,254,254,254,255,253,252,220,164,157,149,230,255,253,255,255,255,255,255,255,255,255,254,254,255,255,254,254,253,253,248,250,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,254,252,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
255,254,253,252,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,253,254,252,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,249,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,255,253,253,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,253,255,255,255,254,255,255,252,255,255,255,253,255,255,255,255,255,254,255,251,255,254,255,222,213,255,255,255,253,254,255,255,254,255,255,255,255,255,245,255,255,253,244,236,207,216,251,251,255,254,253,252,255,255,255,255,255,253,255,253,253,255,253,255,218,217,255,251,255,252,255,254,254,255,255,255,255,253,255,252,254,251,254,244,179,252,250,255,255,255,252,252,254,255,255,255,255,255,255,254,252,255,239,179,255,254,255,253,250,255,255,255,254,255,255,255,255,250,255,255,251,250,191,144,167,185,248,255,254,249,254,255,254,255,255,255,255,255,252,255,255,253,253,249,224,225,254,253,254,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
253,250,253,255,250,255,255,254,254,253,255,255,251,255,255,254,255,255,255,255,255,255,255,251,255,247,255,230,198,211,255,254,254,254,255,255,255,255,255,255,253,251,255,250,255,255,253,240,255,199,234,253,255,255,251,255,255,255,255,255,255,254,255,252,254,254,255,254,253,189,231,255,255,249,255,255,255,255,255,255,254,254,254,255,255,252,250,253,216,214,255,255,246,255,255,250,255,255,255,255,255,255,255,251,251,255,255,185,114,193,184,238,255,255,247,255,255,255,255,255,255,252,255,255,255,251,254,237,223,208,205,244,253,255,255,251,255,255,255,255,255,255,255,255,254,254,254,254,254,254,253,253,253,254,254,254,255,255,255,255,255,255,255,255,255,255,255,255,254,254,254,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
255,255,253,251,255,254,255,255,252,255,254,252,255,255,252,255,255,255,255,255,255,252,255,255,253,255,253,254,255,255,252,254,253,251,255,255,255,255,255,255,254,253,255,252,255,255,255,255,255,248,255,255,255,255,253,253,255,255,255,255,255,254,255,255,255,255,255,253,251,255,251,250,255,250,255,253,255,255,255,255,255,255,254,250,255,253,255,255,253,254,255,250,254,255,255,253,255,255,255,255,255,255,255,255,254,255,251,255,255,249,236,189,187,226,254,253,254,254,255,255,255,253,255,255,253,254,255,254,255,251,195,245,247,181,244,254,254,254,255,255,255,255,255,255,255,255,255,255,253,247,210,250,254,225,203,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,250,245,255,207,210,253,255,255,255,255,255,255,255,255,255,255,255,255,254,255,253,253,248,172,254,255,255,255,255,255,255,255,255,255,255,255,255,255,252,253,247,209,160,235,251,251,255,255,255,255,255,255,255,255,255,255,255,255,255,251,224,151,167,184,174,243,255,255,255,255,255,255,255,255,255,255,255,255,255,254,252,255,254,251,247,249,255,255,255,255,255,255,255,255,255,255,255,255,251,255,251,254,249,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,253,255,249,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,254,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
255,255,253,251,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,255,253,255,253,254,255,255,255,255,255,255,255,255,255,255,255,255,254,253,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,250,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,255,253,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,255,255,254,254,255,255,254,255,255,253,254,255,255,255,255,255,252,255,252,255,251,255,255,253,254,254,251,252,255,255,254,254,255,255,255,255,255,251,254,254,255,249,255,254,255,255,255,255,255,255,254,254,255,255,255,255,252,255,254,254,255,234,220,231,253,252,255,254,253,254,254,255,255,255,255,255,255,255,254,255,251,253,203,218,255,253,253,254,255,255,253,254,255,255,255,255,251,253,255,255,255,199,205,253,246,255,255,254,255,253,254,254,255,255,255,255,255,255,252,249,220,147,212,198,224,250,253,252,253,251,255,255,255,255,255,255,251,254,255,255,241,221,213,216,221,255,255,253,255,254,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,253,253,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
254,255,255,251,255,253,255,255,255,252,254,255,254,255,255,255,255,255,255,255,255,252,255,254,254,255,252,252,255,250,255,253,251,255,253,253,255,255,255,255,254,255,255,253,255,254,255,255,250,254,252,255,250,255,252,254,255,255,255,255,255,252,254,255,254,252,253,245,227,219,230,254,253,255,254,254,255,255,255,255,255,255,252,251,255,254,255,252,250,238,225,255,255,252,249,255,255,255,255,255,251,255,255,255,250,255,251,251,227,201,254,251,254,255,255,253,255,255,255,255,255,253,249,255,255,254,252,226,201,253,254,255,252,255,253,255,255,255,255,255,255,253,255,255,251,255,252,237,211,196,190,242,255,249,254,255,255,255,255,255,255,253,255,255,253,255,255,250,253,253,247,255,252,255,255,251,255,255,255,255,255,254,255,255,254,254,255,255,255,250,253,255,253,255,255,255,255,255,255,255,255,255,255,255,255,253,253,255,255,252,255,255,255,255,254,253,255,255,255,255,253,255,255,255,255,255,254,255,252,254,255,252,254,253,255,254,255,255,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,251,255,255,255,255,255,255,255,255,255,254,254,255,255,254,253,255,255,254,255,255,255,252,255,255,255,255,255,254,255,255,255,254,255,255,255,255,255,253,254,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
255,255,253,251,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,255,253,255,253,254,255,255,255,255,255,255,255,255,255,255,255,255,254,253,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,250,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,255,253,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,250,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,250,252,221,253,255,252,255,255,255,255,255,255,255,255,255,255,255,255,253,252,255,195,210,211,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,239,229,255,196,254,253,255,255,255,255,255,255,255,255,255,255,255,255,253,255,254,255,214,212,238,224,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,255,199,191,177,254,255,255,255,255,255,255,255,255,255,255,255,255,255,247,253,253,207,168,252,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,254,254,254,254,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,214,57,171,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,212,179,59,221,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,126,179,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,78,213,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,166,86,237,227,227,254,255,255,255,255,255,255,255,255,255,255,255,255,209,105,12,41,62,75,84,241,255,255,255,255,255,255,255,255,255,255,255,255,199,169,235,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0,0,0
